
1,"Hobbs, Jailen",JR-3,Rose-Hulman,10.45,Pacesetter Sports Invitational,"Apr 1, 2023",3.7
2,"Till, Corbin",FR-1,Manchester,11.16,2023 Millikin Alumni Invite,"Apr 1, 2023",3.1
3,"Moss Jr, Duriel",SO-2,Manchester,11.22,2023 Millikin Alumni Invite,"Apr 1, 2023",3.1
4,"Miller, Tyce",SR-4,Rose-Hulman,11.25,Pacesetter Sports Invitational,"Apr 1, 2023",2.6
5,"Melvin, Gabriel",SR-4,Manchester,11.28,2023 Millikin Alumni Invite,"Apr 1, 2023",5.7
6,"Roberts, Zachary",JR-3,Franklin,11.39,Hanover Invitational 2023,"Mar 25, 2023",0.8
6,"Oliver, Gentry",FR-1,Manchester,11.39,2023 Millikin Alumni Invite,"Apr 1, 2023",3.1
8,"Perkins, Erik",SO-2,Hanover,11.41,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",1.4
9,"Baker, Ezra",FR-1,Franklin,11.44,Hanover Invitational 2023,"Mar 25, 2023",0.6
10,"Warner, Elliott",FR-1,Mount St. Joseph,11.46,Hanover Invitational 2023,"Mar 25, 2023",0.6
11,"Bronaugh, Tristen",JR-3,Manchester,11.48,2023 Millikin Alumni Invite,"Apr 1, 2023",3.1
12,"Lloyd, Anthony",FR-1,Hanover,11.49,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",1.2
13,"Smith, Micah",FR-1,Earlham,11.56,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.8
14,"Dreyling, Justin",SR-4,Mount St. Joseph,11.59,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",-2.1
15,"Amankwah, Winston",SR-4,Rose-Hulman,11.60,2023 EIU Big Blue,"Mar 24, 2023",0.1
16,"Evers Smith, Kyle",FR-1,Mount St. Joseph,11.61,Emory Spring Break Classic 2023,"Mar 17, 2023",0.7
17,"Cox, Jack",SO-2,Rose-Hulman,11.63,Hanover Invitational 2023,"Mar 25, 2023",-3.0
18,"Adair, Layden",FR-1,Hanover,11.67,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",1.2
19,"Cowen, De'Andre",FR-1,Mount St. Joseph,11.69,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",2.6
20,"Schmidt, Ryan",SR-4,Rose-Hulman,11.71,2023 EIU Big Blue,"Mar 24, 2023",0.2
21,"Flaugh, Maddix",FR-1,Franklin,11.74,Marian University - Knight Open,"Mar 30, 2023",1.8
