
1,"Frank, Andy",SR-4,Ithaca,10.76,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.2
2,"Myrick, Donovan",FR-1,RPI,11.10,Wesleyan Swanson Invite,"Mar 26, 2023",1.2
3,"Hauf, William",SO-2,St. Lawrence,11.11,Saints Ice Broken Open,"Apr 1, 2023",4.7
4,"Egbe, Bate",SR-4,RPI,11.28,2023 Hamilton College Continental Invitational,"Apr 1, 2023",0.1
5,"Garrett, Cortez",FR-1,RPI,11.36,2023 Hamilton College Continental Invitational,"Apr 1, 2023",0.1
6,"Worley, Darnell",JR-3,Vassar,11.40,Alan Connie Shamrock Invitational,"Mar 16, 2023",0.7
7,"Chen, Kensei",SO-2,RPI,11.46,Wesleyan Swanson Invite,"Mar 26, 2023",1.2
8,"Hilliard, Ryan",SO-2,Union (N.Y.),11.48,2023 Hamilton College Continental Invitational,"Apr 1, 2023",0.1
9,"D'Adetta, Anthony",SR-4,Ithaca,11.49,Doc Jopson Track & Field Invitational,"Mar 25, 2023",+0.0
10,"Dillard, Cameron",SO-2,St. Lawrence,11.52,Saints Ice Broken Open,"Apr 1, 2023",4.0
11,"Green, Landers",FR-1,Union (N.Y.),11.56,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.0
12,"Hinckley, Joey",JR-3,RPI,11.57,2023 Hamilton College Continental Invitational,"Apr 1, 2023",0.1
13,"Frank, Jeremy",SO-2,Vassar,11.63,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.2
14,"Panzer, Sam",JR-3,Ithaca,11.68,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.2
15,"Bois, Jason",FR-1,Union (N.Y.),11.70,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.0
16,"Chait, Josh",FR-1,RPI,11.77,2023 Hamilton College Continental Invitational,"Apr 1, 2023",0.1
17,"Marston, Theo",SR-4,Ithaca,11.78,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.9
18,"Reyes, Nicholas",SR-4,Ithaca,11.80,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.9
19,"Catelotti, Jack",FR-1,RPI,11.85,Wesleyan Swanson Invite,"Mar 26, 2023",3.1
20,"Sellitti, Jacob",FR-1,Vassar,11.90,Alan Connie Shamrock Invitational,"Mar 16, 2023",5.4
21,"Steiner, Rafael",FR-1,RPI,11.92,Wesleyan Swanson Invite,"Mar 26, 2023",2.7
22,"Gartner, Charles",SO-2,St. Lawrence,12.04,Saints Ice Broken Open,"Apr 1, 2023",4.0
23,"Wan, Joshua",SO-2,Ithaca,12.26,Muhlenberg Outdoor Invitational,"Apr 1, 2023",3.0
24,"Claro, Rey",JR-3,Vassar,12.33,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.4
25,"Kovalcin, Luke",SO-2,RPI,12.65,2023 Hamilton College Continental Invitational,"Apr 1, 2023",1.8

1,"Francis, Traci",SO-2,Vassar,12.45,Alan Connie Shamrock Invitational,"Mar 16, 2023",3.8
2,"Novak, Ava",JR-3,Vassar,12.70,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",4.4
3,"Mallette, Christine",SO-2,RPI,12.75,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.1
4,"Castagnier, Hayley",JR-3,St. Lawrence,12.93,Saints Ice Broken Open,"Apr 1, 2023",4.9
5,"Perez-Fry, Lola",SR-4,Vassar,12.94,Ramapo College Track & Field Invitational,"Mar 31, 2023",0.1
6,"Brown, Sara",JR-3,Ithaca,12.96,Doc Jopson Track & Field Invitational,"Mar 25, 2023",+0.0
